[contents]
count=31
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_SUBSET_FFvsPA_10BB_PROvsREP\JTB-E02-199-14.D
1=,PBM Apex
2=,INT TIC: JTB-E02-199-14.D\data.ms
3=,INT TIC: JTB-E02-199-06.D\data.ms
4=,INT TIC: JTB-E02-199-07.D\data.ms
5=,INT TIC: JTB-E02-199-08.D\data.ms
6=,INT TIC: JTB-E02-199-11.D\data.ms
7=,INT TIC: JTB-E02-199-12.D\data.ms
8=,INT TIC: JTB-E02-199-13.D\data.ms
9=,INT TIC: JTB-E02-199-15.D\data.ms
10=,INT TIC: JTB-E02-199-16.D\data.ms
11=,INT TIC: JTB-E02-199-17.D\data.ms
12=,INT TIC: JTB-E02-200-06.D\data.ms
13=,INT TIC: JTB-E02-200-07.D\data.ms
14=,INT TIC: JTB-E02-200-08.D\data.ms
15=,INT TIC: JTB-E02-200-11.D\data.ms
16=,INT TIC: JTB-E02-200-12.D\data.ms
17=,INT TIC: JTB-E02-200-13.D\data.ms
18=,INT TIC: JTB-E02-200-14.D\data.ms
19=,INT TIC: JTB-E02-200-15.D\data.ms
20=,INT TIC: JTB-E02-200-16.D\data.ms
21=,INT TIC: JTB-E02-200-17.D\data.ms
22=,INT TIC: JTB-E02-201-06.D\data.ms
23=,INT TIC: JTB-E02-201-07.D\data.ms
24=,INT TIC: JTB-E02-201-08.D\data.ms
25=,INT TIC: JTB-E02-201-11.D\data.ms
26=,INT TIC: JTB-E02-201-12.D\data.ms
27=,INT TIC: JTB-E02-201-13.D\data.ms
28=,INT TIC: JTB-E02-201-14.D\data.ms
29=,INT TIC: JTB-E02-201-15.D\data.ms
30=,INT TIC: JTB-E02-201-16.D\data.ms
31=,INT TIC: JTB-E02-201-17.D\data.ms
[PBM Apex]
Time=,Wed Aug 07 15:06:00 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
140=,140, 31.698, 3639,3645,3650,"VV 9",  40464,  1723154,  0.26,  0.039
141=,141, 31.961, 3664,3678,3679,"VV 9",  58413,  3110725,  0.48,  0.070
142=,142, 32.003, 3679,3683,3694,"VV 9",  64300,  3781301,  0.58,  0.085
143=,143, 33.026, 3801,3809,3817,"PV 10", 109373,  3689884,  0.56,  0.083
144=,144, 33.140, 3817,3823,3831,"VV 6",  53292,  2183819,  0.33,  0.049
145=,145, 34.593, 3994,4002,4012,"PV 6",  26663,  1288424,  0.20,  0.029
146=,146, 34.999, 4038,4052,4059,"VV  ", 254163,  7543617,  1.15,  0.170
147=,147, 36.987, 4290,4296,4308,"PV 6",  65028,  2075207,  0.32,  0.047
[INT TIC: JTB-E02-200-15.D\data.ms]
Time=,Thu Aug 08 10:12:37 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.288,   18,  25,  39,"BV  ",1484463, 31911704,  4.69,  0.664
2=,  2,  2.430,   39,  42,  49,"VV 9", 155126,  5337874,  0.79,  0.111
3=,  3,  2.499,   49,  51,  56,"VV 6",  76814,  2453211,  0.36,  0.051
4=,  4,  2.573,   56,  60,  64,"VV  ", 301208,  6585686,  0.97,  0.137
5=,  5,  2.624,   64,  66,  83,"VV 3", 156308,  8332520,  1.23,  0.173
6=,  6,  2.799,   83,  88, 111,"VV  ",1540486, 43036779,  6.33,  0.895
7=,  7,  3.019,  111, 115, 119,"VV 2", 194095,  4591309,  0.68,  0.096
8=,  8,  3.071,  119, 121, 122,"VV 2", 104334,  1728741,  0.25,  0.036
9=,  9,  3.123,  122, 128, 135,"VV 2",5670436,130516010, 19.20,  2.715
10=, 10,  3.207,  135, 138, 147,"VV  ",2119095, 65026635,  9.57,  1.353
11=, 11,  3.323,  147, 152, 177,"VV  ",6029096,212945869, 31.32,  4.430
12=, 12,  3.540,  177, 179, 188,"VV 3", 457330, 18279265,  2.69,  0.380
13=, 13,  3.693,  188, 198, 210,"VV  ",18992815,491004111, 72.22, 10.214
14=, 14,  3.829,  210, 214, 225,"VV  ",4841605,167546036, 24.65,  3.485
15=, 15,  3.940,  225, 228, 235,"VV 2",1330698, 51956323,  7.64,  1.081
16=, 16,  4.027,  235, 239, 252,"VV  ",1707709, 72746972, 10.70,  1.513
17=, 17,  4.177,  252, 257, 260,"VV 3", 637489, 24085796,  3.54,  0.501
18=, 18,  4.250,  260, 266, 297,"VV  ",16709909,518895871, 76.33, 10.794
19=, 19,  4.656,  311, 316, 330,"VV  ", 840625, 37105727,  5.46,  0.772
20=, 20,  4.821,  330, 337, 350,"VV 2",1227281, 51351450,  7.55,  1.068
21=, 21,  4.980,  350, 356, 362,"VV  ",2218127, 68217477, 10.03,  1.419
22=, 22,  5.054,  362, 365, 377,"VV 2", 836024, 38732018,  5.70,  0.806
23=, 23,  5.183,  377, 381, 398,"VV 5", 587648, 42182885,  6.20,  0.877
24=, 24,  5.356,  398, 402, 406,"VV 3", 338544, 11932866,  1.76,  0.248
25=, 25,  5.412,  406, 409, 413,"VV 4", 292072,  9003615,  1.32,  0.187
26=, 26,  5.472,  413, 417, 422,"VV 4", 268181,  9233438,  1.36,  0.192
27=, 27,  5.590,  426, 431, 442,"VV 2", 593233, 23217453,  3.42,  0.483
28=, 28,  5.712,  442, 446, 460,"VV 2", 327819, 18991592,  2.79,  0.395
29=, 29,  6.000,  475, 482, 496,"VV  ", 684699, 27832848,  4.09,  0.579
30=, 30,  6.161,  496, 502, 510,"VV  ", 598514, 20751174,  3.05,  0.432
31=, 31,  6.275,  510, 516, 520,"VV 5", 200010,  8705168,  1.28,  0.181
32=, 32,  6.355,  520, 525, 534,"VV 9", 223810, 12441064,  1.83,  0.259
33=, 33,  6.485,  534, 541, 544,"VV 8", 177653,  7756955,  1.14,  0.161
34=, 34,  6.597,  544, 555, 561,"VV  ", 447290, 20330475,  2.99,  0.423
35=, 35,  6.685,  561, 566, 586,"VV  ",1782502, 58788555,  8.65,  1.223
36=, 36,  6.996,  598, 604, 610,"VV 3", 175037,  6315933,  0.93,  0.131
37=, 37,  7.071,  610, 614, 618,"VV  ", 113471,  3962560,  0.58,  0.082
38=, 38,  7.180,  618, 627, 631,"VV 4", 187418,  7379130,  1.09,  0.154
39=, 39,  7.258,  631, 637, 658,"VV  ",2673807, 72364609, 10.64,  1.505
40=, 40,  7.568,  666, 675, 691,"VV  ",1481403, 51247008,  7.54,  1.066
41=, 41,  7.821,  698, 706, 710,"VV 10", 106506,  4288409,  0.63,  0.089
42=, 42,  7.899,  710, 715, 718,"VV 6", 106579,  3156301,  0.46,  0.066
43=, 43,  7.962,  718, 723, 743,"VV  ", 377491, 13828981,  2.03,  0.288
44=, 44,  8.165,  743, 748, 755,"VV 4",  92567,  3511739,  0.52,  0.073
45=, 45,  8.329,  762, 768, 773,"VV 6",  59733,  2086777,  0.31,  0.043
46=, 46,  8.570,  785, 798, 810,"VV  ", 977412, 26804990,  3.94,  0.558
47=, 47,  8.693,  810, 813, 821,"VV 10",  55211,  2430703,  0.36,  0.051
48=, 48,  8.807,  821, 827, 842,"VV 2", 474786, 18516204,  2.72,  0.385
49=, 49,  8.973,  842, 848, 861,"VV 2", 143041,  8789955,  1.29,  0.183
50=, 50,  9.132,  861, 867, 879,"VV  ", 150258,  7104019,  1.04,  0.148
51=, 51,  9.450,  888, 906, 912,"VV 6", 131424,  7236506,  1.06,  0.151
52=, 52,  9.539,  912, 917, 931,"VV 8", 152769,  6112249,  0.90,  0.127
53=, 53,  9.972,  964, 971, 984,"VV 4", 119122,  5255121,  0.77,  0.109
54=, 54, 10.357,  999,1018,1043,"VV 3",21792634,679828233,100.00, 14.142
55=, 55, 10.571, 1043,1044,1055,"VV 5", 151105,  6994484,  1.03,  0.145
56=, 56, 10.667, 1055,1056,1058,"VV  ",  89661,  1315940,  0.19,  0.027
57=, 57, 11.356, 1131,1141,1156,"VV  ", 891128, 31158200,  4.58,  0.648
58=, 58, 11.519, 1156,1161,1171,"VV 2", 182092,  8527502,  1.25,  0.177
59=, 59, 11.638, 1171,1176,1189,"VV 6", 181152,  7596108,  1.12,  0.158
60=, 60, 12.031, 1218,1224,1231,"VV  ",  59106,  2028224,  0.30,  0.042
61=, 61, 12.147, 1231,1238,1259,"VV  ", 222480,  8979937,  1.32,  0.187
62=, 62, 12.452, 1269,1276,1284,"VV 4",  79200,  3371602,  0.50,  0.070
63=, 63, 12.586, 1284,1293,1302,"VV 7", 103659,  4445604,  0.65,  0.092
64=, 64, 13.640, 1408,1422,1432,"VV 7",  26943,  1399949,  0.21,  0.029
65=, 65, 13.834, 1432,1446,1461,"PV 5", 329779, 19483338,  2.87,  0.405
66=, 66, 14.006, 1461,1467,1484,"VV 2", 140565,  6542634,  0.96,  0.136
67=, 67, 14.265, 1484,1499,1508,"VV 7", 125098,  8020176,  1.18,  0.167
68=, 68, 14.370, 1508,1512,1517,"VV 5",  48093,  1616941,  0.24,  0.034
69=, 69, 14.853, 1553,1572,1605,"VV  ",5930952,184052674, 27.07,  3.829
70=, 70, 15.164, 1605,1610,1618,"VV 5", 101893,  4062485,  0.60,  0.085
71=, 71, 15.520, 1646,1654,1666,"PV 2", 107828,  4939434,  0.73,  0.103
72=, 72, 15.810, 1678,1689,1697,"VV  ", 592775, 17098810,  2.52,  0.356
73=, 73, 15.913, 1697,1702,1708,"VV 9",  90897,  3368194,  0.50,  0.070
74=, 74, 15.997, 1708,1712,1728,"VV 9",  44623,  2577013,  0.38,  0.054
75=, 75, 16.397, 1757,1762,1767,"VV  ",  50625,  1495102,  0.22,  0.031
76=, 76, 16.504, 1767,1775,1787,"VV  ",1166597, 33584182,  4.94,  0.699
77=, 77, 16.631, 1787,1790,1805,"VV 8",  52459,  2144153,  0.32,  0.045
78=, 78, 17.132, 1839,1852,1872,"BV 2",  53272,  3176045,  0.47,  0.066
79=, 79, 17.627, 1903,1913,1937,"VV 4",1058623, 44024657,  6.48,  0.916
80=, 80, 17.880, 1937,1944,1957,"VV 3",  63150,  2942551,  0.43,  0.061
81=, 81, 18.117, 1960,1973,2002,"VV  ", 266001, 16238410,  2.39,  0.338
82=, 82, 18.504, 2002,2021,2031,"VV 6", 363566, 13057619,  1.92,  0.272
83=, 83, 18.977, 2063,2079,2081,"PV 4", 181133, 11127769,  1.64,  0.231
84=, 84, 19.003, 2081,2082,2090,"VV 7", 173046,  6739429,  0.99,  0.140
85=, 85, 19.129, 2090,2098,2108,"VV 3", 238700, 16200059,  2.38,  0.337
86=, 86, 19.219, 2108,2109,2117,"VV 8", 167565,  6650411,  0.98,  0.138
87=, 87, 19.299, 2117,2119,2121,"VV 3", 138619,  2535637,  0.37,  0.053
88=, 88, 19.395, 2121,2131,2142,"VV 4", 195465, 14812934,  2.18,  0.308
89=, 89, 19.545, 2142,2149,2159,"VV 6", 176980, 10569086,  1.55,  0.220
90=, 90, 19.698, 2159,2168,2179,"VV  ", 545649, 26362324,  3.88,  0.548
91=, 91, 19.820, 2179,2183,2187,"VV  ", 148951,  5453038,  0.80,  0.113
92=, 92, 19.926, 2187,2196,2224,"VV  ",4684779,276283349, 40.64,  5.747
93=, 93, 20.208, 2224,2231,2236,"VV 3", 329445, 15217701,  2.24,  0.317
94=, 94, 20.305, 2236,2243,2256,"VV 3", 493212, 24175897,  3.56,  0.503
95=, 95, 20.473, 2256,2263,2281,"VV 6", 103703,  6733953,  0.99,  0.140
96=, 96, 20.839, 2297,2308,2320,"VV 2", 315686, 11000251,  1.62,  0.229
97=, 97, 21.184, 2343,2351,2364,"PV 2", 178461,  6049128,  0.89,  0.126
98=, 98, 21.446, 2371,2383,2398,"BV 6",  40598,  1673404,  0.25,  0.035
99=, 99, 21.684, 2398,2412,2428,"VV 6",  63503,  3667229,  0.54,  0.076
100=,100, 21.871, 2428,2436,2452,"VV 6",  58451,  2282679,  0.34,  0.047
101=,101, 22.357, 2484,2495,2500,"VV 2", 109220,  4088227,  0.60,  0.085
102=,102, 22.440, 2500,2506,2510,"VV 4", 100684,  3522861,  0.52,  0.073
103=,103, 22.538, 2510,2518,2528,"VV 4",  86836,  5751664,  0.85,  0.120
104=,104, 22.736, 2528,2542,2549,"VV 3", 124431,  8322769,  1.22,  0.173
105=,105, 22.828, 2549,2553,2559,"VV 4",  99866,  3863789,  0.57,  0.080
106=,106, 22.951, 2559,2568,2579,"VV 6", 142780,  8123458,  1.19,  0.169
107=,107, 23.289, 2595,2610,2614,"VV 9", 127402,  5539506,  0.81,  0.115
108=,108, 23.393, 2614,2623,2635,"VV 9", 159138, 11963371,  1.76,  0.249
109=,109, 23.504, 2635,2637,2640,"VV 4", 105069,  2792203,  0.41,  0.058
110=,110, 23.687, 2640,2659,2667,"VV  ", 638400, 31988852,  4.71,  0.665
111=,111, 23.818, 2667,2675,2699,"VV  ",2620357,112202615, 16.50,  2.334
112=,112, 24.058, 2699,2705,2714,"VV 5", 306298, 13953933,  2.05,  0.290
113=,113, 24.174, 2714,2719,2734,"VV 6", 152761, 10827373,  1.59,  0.225
114=,114, 24.575, 2758,2768,2788,"VV 4", 107237,  7662747,  1.13,  0.159
115=,115, 24.918, 2800,2811,2827,"VV 2", 546024, 31787657,  4.68,  0.661
116=,116, 25.060, 2827,2828,2830,"VV 2", 202190,  3517713,  0.52,  0.073
117=,117, 25.168, 2830,2841,2850,"VV  ",3377216,117952854, 17.35,  2.454
118=,118, 25.296, 2850,2857,2873,"VV 2",1130965, 48310629,  7.11,  1.005
119=,119, 25.929, 2920,2935,2938,"VV 2", 234849, 10743708,  1.58,  0.223
120=,120, 25.968, 2938,2940,2949,"VV 10", 242675, 12781908,  1.88,  0.266
121=,121, 26.058, 2949,2951,2953,"VV 2", 226275,  3672922,  0.54,  0.076
122=,122, 26.091, 2953,2955,2959,"VV 5", 229506,  7482739,  1.10,  0.156
123=,123, 26.173, 2959,2965,2975,"VV 9", 222778, 15779331,  2.32,  0.328
124=,124, 26.417, 2987,2995,3004,"VV  ", 253912, 16296191,  2.40,  0.339
125=,125, 27.044, 3063,3072,3087,"VV  ", 888697, 41975036,  6.17,  0.873
126=,126, 27.202, 3087,3092,3112,"VV 3", 199393, 12907911,  1.90,  0.269
127=,127, 27.617, 3137,3143,3153,"VV 9",  69013,  3485121,  0.51,  0.072
128=,128, 27.811, 3157,3167,3177,"VV 9", 106250,  5169921,  0.76,  0.108
129=,129, 28.241, 3214,3220,3227,"VV 8",  59556,  2254611,  0.33,  0.047
130=,130, 28.402, 3227,3239,3263,"VV 4", 130078, 11294688,  1.66,  0.235
131=,131, 29.113, 3320,3327,3332,"VV 9",  46417,  1863185,  0.27,  0.039
132=,132, 29.242, 3336,3343,3360,"VV 9",  76841,  4247915,  0.62,  0.088
133=,133, 29.921, 3411,3426,3435,"PV  ", 989445, 28323907,  4.17,  0.589
134=,134, 30.042, 3435,3441,3462,"VV  ",  58011,  3869668,  0.57,  0.080
135=,135, 30.832, 3517,3539,3551,"PV 2", 278025,  9529902,  1.40,  0.198
136=,136, 31.129, 3567,3575,3582,"VV  ", 185880,  5952711,  0.88,  0.124
137=,137, 31.244, 3582,3589,3599,"VV 5",  75404,  2839858,  0.42,  0.059
138=,138, 31.511, 3615,3622,3628,"PV 5",  35787,  1252711,  0.18,  0.026
139=,139, 31.598, 3628,3633,3639,"VV 10",  43484,  1605299,  0.24,  0.033
140=,140, 31.700, 3639,3646,3654,"VV 10",  30162,  1678084,  0.25,  0.035
141=,141, 31.956, 3664,3677,3679,"VV 10",  37822,  2184435,  0.32,  0.045
142=,142, 31.992, 3679,3681,3701,"VV 10",  48208,  2583942,  0.38,  0.054
143=,143, 33.028, 3800,3809,3816,"PV 10", 128981,  4304235,  0.63,  0.090
144=,144, 33.135, 3816,3822,3847,"VV 5",  66152,  3628432,  0.53,  0.075
145=,145, 34.999, 4042,4052,4068,"PV  ", 296572,  8603981,  1.27,  0.179
146=,146, 36.991, 4288,4297,4306,"PV 7", 101877,  3212663,  0.47,  0.067
[INT TIC: JTB-E02-200-16.D\data.ms]
Time=,Thu Aug 08 10:12:38 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.285,   17,  24,  38,"BV  ",1216210, 26389722,  3.95,  0.483
2=,  2,  2.427,   38,  42,  49,"VV 10", 179915,  5847861,  0.88,  0.107
3=,  3,  2.499,   49,  51,  56,"VV  ",  67372,  1893265,  0.28,  0.035
4=,  4,  2.570,   56,  59,  63,"VV  ", 200935,  4120869,  0.62,  0.075
5=,  5,  2.621,   63,  66,  82,"VV  ", 249041,  9682569,  1.45,  0.177
6=,  6,  2.797,   82,  87, 111,"VV  ",1306444, 39845191,  5.97,  0.730
7=,  7,  3.017,  111, 114, 118,"VV 2", 300302,  6164343,  0.92,  0.113
8=,  8,  3.119,  118, 127, 135,"VV 2",5838868,152203401, 22.79,  2.787
9=,  9,  3.204,  135, 138, 147,"VV  ",2009390, 63839809,  9.56,  1.169
10=, 10,  3.322,  147, 152, 173,"VV  ",7057168,251193832, 37.61,  4.600
11=, 11,  3.501,  173, 174, 177,"VV 3", 683753, 13254315,  1.98,  0.243
12=, 12,  3.536,  177, 178, 188,"VV 3", 640903, 24462820,  3.66,  0.448
13=, 13,  3.691,  188, 197, 210,"VV  ",17121631,451835912, 67.65,  8.275
14=, 14,  3.827,  210, 214, 225,"VV  ",4684295,170763825, 25.57,  3.127
15=, 15,  3.977,  225, 233, 235,"VV 2",3353595, 96825323, 14.50,  1.773
16=, 16,  4.025,  235, 239, 251,"VV  ",4564183,141013166, 21.11,  2.582
17=, 17,  4.164,  251, 256, 261,"VV 7",1518042, 48437972,  7.25,  0.887
18=, 18,  4.248,  261, 266, 296,"VV  ",16552833,546955559, 81.89, 10.017
19=, 19,  4.654,  311, 316, 331,"VV  ", 857181, 45217972,  6.77,  0.828
20=, 20,  4.820,  331, 336, 350,"VV 2",1101940, 49966626,  7.48,  0.915
21=, 21,  4.980,  350, 356, 363,"VV  ",2845129, 90277958, 13.52,  1.653
22=, 22,  5.049,  363, 365, 377,"VV  ", 936274, 44061309,  6.60,  0.807
23=, 23,  5.183,  377, 381, 383,"VV 3", 658936, 17090118,  2.56,  0.313
24=, 24,  5.212,  383, 385, 398,"VV 3", 645738, 33269606,  4.98,  0.609
25=, 25,  5.355,  398, 402, 407,"VV 2", 390033, 14937031,  2.24,  0.274
26=, 26,  5.408,  407, 409, 413,"VV 2", 338005,  9105148,  1.36,  0.167
27=, 27,  5.473,  413, 417, 421,"VV 2", 321000, 11629716,  1.74,  0.213
28=, 28,  5.534,  421, 424, 426,"VV 3", 277712,  6517288,  0.98,  0.119
29=, 29,  5.588,  426, 431, 441,"VV 2", 583257, 25425339,  3.81,  0.466
30=, 30,  5.709,  441, 446, 455,"VV 3", 366033, 18262755,  2.73,  0.334
31=, 31,  5.999,  475, 482, 496,"VV  ",1017221, 39606802,  5.93,  0.725
32=, 32,  6.160,  496, 501, 512,"VV 2", 559567, 23148787,  3.47,  0.424
33=, 33,  6.275,  512, 516, 520,"VV  ", 222529,  8229418,  1.23,  0.151
34=, 34,  6.353,  520, 525, 537,"VV 9", 295882, 17851671,  2.67,  0.327
35=, 35,  6.468,  537, 539, 544,"VV 5", 204274,  6728877,  1.01,  0.123
36=, 36,  6.596,  544, 555, 560,"VV  ", 410355, 19876898,  2.98,  0.364
37=, 37,  6.685,  560, 566, 598,"VV  ",2236710, 84372902, 12.63,  1.545
38=, 38,  6.993,  598, 604, 609,"VV 3", 179369,  7129483,  1.07,  0.131
39=, 39,  7.076,  609, 614, 618,"VV 4", 130338,  4463357,  0.67,  0.082
40=, 40,  7.181,  618, 627, 631,"VV  ", 235978,  9649871,  1.44,  0.177
41=, 41,  7.262,  631, 637, 652,"VV  ",2709920, 71083680, 10.64,  1.302
42=, 42,  7.565,  666, 674, 692,"VV  ",1271047, 45256869,  6.78,  0.829
43=, 43,  7.822,  699, 706, 710,"VV 9", 100413,  3727675,  0.56,  0.068
44=, 44,  7.894,  710, 715, 718,"VV 6",  96299,  3161949,  0.47,  0.058
45=, 45,  7.962,  718, 723, 735,"VV  ", 361754, 11947415,  1.79,  0.219
46=, 46,  8.165,  739, 748, 762,"VV 9",  94828,  5425773,  0.81,  0.099
47=, 47,  8.330,  762, 768, 774,"VV 7",  71572,  2502113,  0.37,  0.046
48=, 48,  8.573,  789, 798, 810,"VV  ", 720103, 19940556,  2.99,  0.365
49=, 49,  8.807,  820, 827, 843,"VV 2", 594446, 24663535,  3.69,  0.452
50=, 50,  8.968,  843, 847, 859,"VV 4", 161613,  9209548,  1.38,  0.169
51=, 51,  9.129,  859, 867, 878,"VV  ", 141660,  7824389,  1.17,  0.143
52=, 52,  9.449,  895, 906, 912,"VV 6", 123021,  5720978,  0.86,  0.105
53=, 53,  9.538,  912, 917, 929,"VV 7", 127718,  4812419,  0.72,  0.088
54=, 54,  9.970,  964, 970, 983,"VV 4", 110082,  4418289,  0.66,  0.081
55=, 55, 10.358,  994,1018,1056,"VV 3",21318517,667893508,100.00, 12.232
56=, 56, 10.686, 1056,1059,1063,"VV 5",  88596,  2751266,  0.41,  0.050
57=, 57, 10.734, 1063,1065,1073,"VV 8",  81829,  2979759,  0.45,  0.055
58=, 58, 11.355, 1129,1141,1156,"PV  ", 765779, 25250445,  3.78,  0.462
59=, 59, 11.519, 1156,1161,1171,"VV 2", 133287,  5156540,  0.77,  0.094
60=, 60, 11.642, 1171,1176,1183,"VV 3", 130435,  3320134,  0.50,  0.061
61=, 61, 12.034, 1218,1225,1231,"PV 3",  42862,  1078975,  0.16,  0.020
62=, 62, 12.145, 1231,1238,1247,"VV  ", 179359,  5412572,  0.81,  0.099
63=, 63, 12.447, 1269,1275,1286,"VV 2",  79528,  2757949,  0.41,  0.051
64=, 64, 12.589, 1286,1293,1304,"VV 8",  60007,  2110787,  0.32,  0.039
65=, 65, 13.840, 1431,1447,1460,"PV 5", 294409, 16934714,  2.54,  0.310
66=, 66, 14.005, 1460,1467,1483,"VV 2", 129595,  5823443,  0.87,  0.107
67=, 67, 14.242, 1483,1496,1517,"VV 7", 199805, 12942355,  1.94,  0.237
68=, 68, 14.446, 1517,1521,1532,"VV 3",  40282,  1457332,  0.22,  0.027
69=, 69, 14.854, 1561,1572,1604,"PV  ",5153798,160985356, 24.10,  2.948
70=, 70, 15.166, 1604,1610,1625,"VV 4",  84172,  3512484,  0.53,  0.064
71=, 71, 15.555, 1633,1658,1673,"BV 2", 110612,  5820771,  0.87,  0.107
72=, 72, 15.810, 1680,1689,1697,"BV  ", 433832, 12775799,  1.91,  0.234
73=, 73, 15.914, 1697,1702,1708,"VV 8",  71039,  2822915,  0.42,  0.052
74=, 74, 16.010, 1708,1714,1724,"VV 9",  43258,  2301707,  0.34,  0.042
75=, 75, 16.400, 1756,1762,1767,"VV 4",  50751,  1510661,  0.23,  0.028
76=, 76, 16.503, 1767,1775,1787,"VV  ",1005564, 29157650,  4.37,  0.534
77=, 77, 16.637, 1787,1791,1804,"VV 7",  43398,  1747684,  0.26,  0.032
78=, 78, 17.126, 1840,1851,1865,"PV 2",  64570,  3414790,  0.51,  0.063
79=, 79, 17.628, 1904,1913,1936,"VV 4", 802276, 35232668,  5.28,  0.645
80=, 80, 17.888, 1939,1945,1956,"VV 6",  58350,  2396010,  0.36,  0.044
81=, 81, 18.115, 1956,1973,2004,"VV  ", 895338, 39960282,  5.98,  0.732
82=, 82, 18.505, 2004,2021,2030,"VV 6", 271651, 10100303,  1.51,  0.185
83=, 83, 18.917, 2056,2072,2073,"PV 7", 159129,  5063900,  0.76,  0.093
84=, 84, 18.991, 2073,2081,2091,"VV 7", 183860, 14276347,  2.14,  0.261
85=, 85, 19.131, 2091,2098,2105,"VV 3", 215798, 12791691,  1.92,  0.234
86=, 86, 19.201, 2105,2107,2115,"VV 7", 163273,  6869976,  1.03,  0.126
87=, 87, 19.277, 2115,2116,2117,"VV  ", 137652,  1924545,  0.29,  0.035
88=, 88, 19.305, 2117,2120,2125,"VV 6", 143544,  5002124,  0.75,  0.092
89=, 89, 19.398, 2125,2131,2140,"VV 3", 186209, 10747213,  1.61,  0.197
90=, 90, 19.541, 2140,2149,2159,"VV 7", 257631, 13875507,  2.08,  0.254
91=, 91, 19.698, 2159,2168,2180,"VV 2", 574009, 27838277,  4.17,  0.510
92=, 92, 19.810, 2180,2182,2186,"VV 3", 140359,  3788218,  0.57,  0.069
93=, 93, 19.921, 2186,2195,2223,"VV  ",15847208,664806551, 99.54, 12.175
94=, 94, 20.205, 2223,2230,2236,"VV 3", 355014, 19311565,  2.89,  0.354
95=, 95, 20.306, 2236,2243,2258,"VV 3", 574357, 28964552,  4.34,  0.530
96=, 96, 20.473, 2258,2263,2276,"VV 5", 115809,  6259421,  0.94,  0.115
97=, 97, 20.839, 2296,2308,2330,"VV 2", 274412, 10283304,  1.54,  0.188
98=, 98, 21.184, 2343,2351,2363,"PV 3", 131596,  4607130,  0.69,  0.084
99=, 99, 21.448, 2373,2383,2395,"BV 6",  42495,  1505469,  0.23,  0.028
100=,100, 21.679, 2395,2412,2428,"VV 6",  77602,  4048690,  0.61,  0.074
101=,101, 21.873, 2428,2436,2453,"VV 10",  59157,  2252899,  0.34,  0.041
102=,102, 22.356, 2479,2495,2501,"PV 2", 104423,  4204832,  0.63,  0.077
103=,103, 22.440, 2501,2506,2512,"VV 5",  89647,  3253264,  0.49,  0.060
104=,104, 22.536, 2512,2517,2526,"VV 9",  71434,  4274239,  0.64,  0.078
105=,105, 22.624, 2526,2528,2532,"VV 4",  59453,  1404819,  0.21,  0.026
106=,106, 22.737, 2532,2542,2548,"VV 2", 123160,  6831617,  1.02,  0.125
107=,107, 22.832, 2548,2554,2560,"VV 3", 107834,  4806286,  0.72,  0.088
108=,108, 22.947, 2560,2568,2592,"VV 5", 132873,  8747475,  1.31,  0.160
109=,109, 23.292, 2600,2610,2615,"VV 5",  95082,  3779512,  0.57,  0.069
110=,110, 23.386, 2615,2622,2633,"VV 7", 151923, 10198548,  1.53,  0.187
111=,111, 23.485, 2633,2634,2637,"VV 3", 104726,  1977676,  0.30,  0.036
112=,112, 23.518, 2637,2638,2640,"VV 2",  98992,  1563185,  0.23,  0.029
113=,113, 23.687, 2640,2659,2667,"VV  ", 585455, 29894637,  4.48,  0.547
114=,114, 23.815, 2667,2675,2699,"VV  ",3719513,149603592, 22.40,  2.740
115=,115, 24.057, 2699,2705,2713,"VV 6", 288147, 12944507,  1.94,  0.237
116=,116, 24.169, 2713,2718,2744,"VV 9", 151539, 15158483,  2.27,  0.278
117=,117, 24.429, 2744,2750,2757,"VV 8", 128667,  5023895,  0.75,  0.092
118=,118, 24.563, 2757,2767,2786,"VV 4", 132270,  9508186,  1.42,  0.174
119=,119, 24.913, 2800,2810,2816,"VV 2", 417810, 15699233,  2.35,  0.288
120=,120, 25.017, 2816,2823,2824,"VV 7", 157557,  5614516,  0.84,  0.103
121=,121, 25.054, 2824,2827,2829,"VV 3", 174393,  3867615,  0.58,  0.071
122=,122, 25.168, 2829,2841,2850,"VV  ",2958044,105091418, 15.73,  1.925
123=,123, 25.296, 2850,2857,2878,"VV 3", 933107, 44436361,  6.65,  0.814
124=,124, 25.990, 2932,2943,2944,"VV 10", 202053,  6152554,  0.92,  0.113
125=,125, 26.022, 2944,2946,2951,"VV 6", 202925,  6424888,  0.96,  0.118
126=,126, 26.090, 2951,2955,2962,"VV 10", 205798, 11467682,  1.72,  0.210
127=,127, 26.172, 2962,2965,2977,"VV 8", 202178, 13094624,  1.96,  0.240
128=,128, 26.298, 2977,2980,2983,"VV 5", 172849,  5442208,  0.81,  0.100
129=,129, 26.333, 2983,2985,2988,"VV 3", 172299,  3827133,  0.57,  0.070
